Date,Permit,Dir,Volume,Avg Speed,Occupancy %,Record Count,Full Name,Device ID,Created,Retired
2024-08-01 00:00:00-04,ND0009,S,119,59.04,4.66%,17,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 00:05:00-04,ND0009,S,70,60.17,2.88%,17,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 00:10:00-04,ND0009,S,80,62.15,2.72%,17,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 00:15:00-04,ND0009,S,73,62.72,3.21%,16,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 00:20:00-04,ND0009,S,70,59.74,3.18%,15,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 00:25:00-04,ND0009,S,70,57.68,2.98%,16,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 00:30:00-04,ND0009,S,72,59.46,3.99%,14,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 00:35:00-04,ND0009,S,68,62.87,2.76%,16,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 00:40:00-04,ND0009,S,63,58.34,2.77%,18,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 00:45:00-04,ND0009,S,62,57.57,2.56%,16,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 00:50:00-04,ND0009,S,76,58.61,3.22%,17,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 00:55:00-04,ND0009,S,49,60.31,3.29%,13,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 01:00:00-04,ND0009,S,53,59.07,2.70%,15,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 01:05:00-04,ND0009,S,66,60.00,3.73%,14,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 01:10:00-04,ND0009,S,48,59.99,3.21%,12,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 01:15:00-04,ND0009,S,49,57.74,2.05%,14,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 01:20:00-04,ND0009,S,48,59.36,4.04%,11,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 01:25:00-04,ND0009,S,47,61.64,3.05%,12,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 01:30:00-04,ND0009,S,50,61.84,2.70%,15,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 01:35:00-04,ND0009,S,53,60.06,2.30%,16,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 01:40:00-04,ND0009,S,47,61.40,2.00%,16,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 01:45:00-04,ND0009,S,58,60.97,2.90%,15,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 01:50:00-04,ND0009,S,45,58.89,3.64%,10,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 01:55:00-04,ND0009,S,39,58.73,3.30%,12,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 02:00:00-04,ND0009,S,35,58.14,2.80%,10,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 02:05:00-04,ND0009,S,51,60.85,2.63%,15,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 02:10:00-04,ND0009,S,52,62.53,3.11%,12,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 02:15:00-04,ND0009,S,51,60.89,3.61%,13,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 02:20:00-04,ND0009,S,32,59.89,2.72%,12,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 02:25:00-04,ND0009,S,74,56.92,3.91%,17,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 02:30:00-04,ND0009,S,61,61.58,3.82%,13,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 02:35:00-04,ND0009,S,58,59.81,2.39%,18,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 02:40:00-04,ND0009,S,50,61.46,4.17%,11,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 02:45:00-04,ND0009,S,38,58.57,2.79%,13,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 02:50:00-04,ND0009,S,44,57.89,3.11%,12,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 02:55:00-04,ND0009,S,42,59.79,2.87%,13,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 03:00:00-04,ND0009,S,47,60.03,3.37%,14,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 03:05:00-04,ND0009,S,41,57.67,2.27%,16,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 03:10:00-04,ND0009,S,35,61.19,2.42%,13,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 03:15:00-04,ND0009,S,54,57.29,3.56%,14,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 03:20:00-04,ND0009,S,66,57.77,3.84%,15,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 03:25:00-04,ND0009,S,53,59.60,3.15%,14,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 03:30:00-04,ND0009,S,41,59.91,3.22%,13,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 03:35:00-04,ND0009,S,53,61.07,2.94%,16,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 03:40:00-04,ND0009,S,56,58.44,3.60%,13,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 03:45:00-04,ND0009,S,55,59.77,3.73%,14,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 03:50:00-04,ND0009,S,53,59.06,3.00%,16,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 03:55:00-04,ND0009,S,68,59.93,3.82%,16,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 04:00:00-04,ND0009,S,57,59.82,3.49%,14,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 04:05:00-04,ND0009,S,38,59.58,3.54%,11,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 04:10:00-04,ND0009,S,43,56.68,2.36%,17,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 04:15:00-04,ND0009,S,61,59.35,4.11%,15,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 04:20:00-04,ND0009,S,63,58.45,3.74%,15,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 04:25:00-04,ND0009,S,65,61.00,4.43%,15,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 04:30:00-04,ND0009,S,61,59.20,4.14%,14,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 04:35:00-04,ND0009,S,69,60.99,3.64%,15,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 04:40:00-04,ND0009,S,71,61.32,3.61%,15,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 04:45:00-04,ND0009,S,97,59.93,5.06%,17,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 04:50:00-04,ND0009,S,76,57.14,3.88%,17,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 04:55:00-04,ND0009,S,75,61.54,3.63%,15,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 05:00:00-04,ND0009,S,75,59.41,6.51%,12,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 05:05:00-04,ND0009,S,72,60.41,4.32%,13,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 05:10:00-04,ND0009,S,95,56.73,5.35%,15,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 05:15:00-04,ND0009,S,82,61.54,4.07%,16,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 05:20:00-04,ND0009,S,83,60.28,4.40%,15,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 05:25:00-04,ND0009,S,107,59.63,5.05%,15,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 05:30:00-04,ND0009,S,95,61.85,5.24%,16,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 05:35:00-04,ND0009,S,107,60.51,4.94%,17,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 05:40:00-04,ND0009,S,85,60.59,4.03%,17,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 05:45:00-04,ND0009,S,100,62.21,3.76%,16,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 05:50:00-04,ND0009,S,95,66.19,3.79%,17,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 05:55:00-04,ND0009,S,95,61.41,4.55%,16,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 06:00:00-04,ND0009,S,91,59.84,4.44%,16,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 06:05:00-04,ND0009,S,127,60.99,5.51%,17,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 06:10:00-04,ND0009,S,127,60.71,5.33%,17,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 06:15:00-04,ND0009,S,117,60.76,4.51%,18,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 06:20:00-04,ND0009,S,105,60.25,4.93%,15,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 06:25:00-04,ND0009,S,120,64.55,4.50%,18,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 06:30:00-04,ND0009,S,96,64.49,4.22%,16,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 06:35:00-04,ND0009,S,89,64.60,4.55%,14,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 06:40:00-04,ND0009,S,124,63.27,4.62%,15,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 06:45:00-04,ND0009,S,104,62.48,4.83%,17,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 06:50:00-04,ND0009,S,105,63.02,4.96%,14,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 06:55:00-04,ND0009,S,99,64.31,4.96%,13,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 07:00:00-04,ND0009,S,122,62.14,5.73%,15,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 07:05:00-04,ND0009,S,99,63.08,4.64%,15,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 07:10:00-04,ND0009,S,117,61.90,4.66%,17,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 07:15:00-04,ND0009,S,131,62.50,6.33%,15,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 07:20:00-04,ND0009,S,125,60.51,5.21%,18,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 07:25:00-04,ND0009,S,126,60.31,6.27%,14,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 07:30:00-04,ND0009,S,120,59.80,5.21%,17,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 07:35:00-04,ND0009,S,137,60.61,5.37%,18,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 07:40:00-04,ND0009,S,124,59.78,4.73%,17,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 07:45:00-04,ND0009,S,110,63.67,3.65%,17,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 07:50:00-04,ND0009,S,133,62.77,6.46%,15,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 07:55:00-04,ND0009,S,121,59.69,5.29%,15,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 08:00:00-04,ND0009,S,151,61.71,5.66%,17,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 08:05:00-04,ND0009,S,123,60.97,4.18%,18,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 08:10:00-04,ND0009,S,110,60.65,4.75%,15,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 08:15:00-04,ND0009,S,144,60.92,6.02%,16,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 08:20:00-04,ND0009,S,176,58.90,6.70%,17,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 08:25:00-04,ND0009,S,129,60.96,4.19%,18,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 08:30:00-04,ND0009,S,140,59.69,4.97%,19,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 08:35:00-04,ND0009,S,156,60.63,5.10%,18,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 08:40:00-04,ND0009,S,188,58.29,6.81%,18,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 08:45:00-04,ND0009,S,165,59.73,5.85%,19,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 08:50:00-04,ND0009,S,147,60.69,4.71%,18,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 08:55:00-04,ND0009,S,218,59.34,6.80%,20,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
2024-08-01 09:00:00-04,ND0009,S,186,58.37,6.26%,19,ND0009 - I95 AT WELSH TRACT RD,18810.5,2023-11-06 13:28:24-05,
