Date,Permit,Dir,Volume,Avg Speed,Occupancy %,Record Count,Full Name,Device ID,Created,Retired
2024-08-01 00:00:00-04,ND0009,N,43,59.98,2.87%,12,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 00:05:00-04,ND0009,N,47,60.47,3.15%,12,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 00:10:00-04,ND0009,N,44,62.42,2.47%,13,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 00:15:00-04,ND0009,N,42,61.45,2.88%,11,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 00:20:00-04,ND0009,N,46,62.65,3.21%,12,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 00:25:00-04,ND0009,N,25,65.21,2.14%,9,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 00:30:00-04,ND0009,N,56,62.17,3.58%,14,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 00:35:00-04,ND0009,N,47,64.59,2.88%,12,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 00:40:00-04,ND0009,N,35,62.41,2.50%,10,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 00:45:00-04,ND0009,N,34,59.60,2.29%,11,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 00:50:00-04,ND0009,N,29,63.17,2.42%,10,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 00:55:00-04,ND0009,N,39,62.76,2.00%,14,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 01:00:00-04,ND0009,N,41,61.99,3.33%,11,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 01:05:00-04,ND0009,N,41,60.92,3.04%,12,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 01:10:00-04,ND0009,N,33,63.39,2.13%,11,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 01:15:00-04,ND0009,N,52,62.32,3.28%,14,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 01:20:00-04,ND0009,N,33,59.57,2.15%,12,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 01:25:00-04,ND0009,N,47,61.09,3.21%,13,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 01:30:00-04,ND0009,N,35,58.55,2.04%,11,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 01:35:00-04,ND0009,N,49,61.22,3.58%,12,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 01:40:00-04,ND0009,N,28,60.26,3.09%,9,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 01:45:00-04,ND0009,N,53,58.44,3.46%,14,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 01:50:00-04,ND0009,N,43,60.80,3.30%,11,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 01:55:00-04,ND0009,N,38,60.63,3.28%,11,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 02:00:00-04,ND0009,N,32,59.64,3.48%,9,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 02:05:00-04,ND0009,N,52,61.92,3.38%,14,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 02:10:00-04,ND0009,N,45,58.77,2.82%,13,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 02:15:00-04,ND0009,N,33,61.35,3.57%,11,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 02:20:00-04,ND0009,N,35,59.27,3.16%,11,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 02:25:00-04,ND0009,N,30,59.64,2.44%,12,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 02:30:00-04,ND0009,N,38,60.88,4.46%,9,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 02:35:00-04,ND0009,N,35,61.20,3.44%,10,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 02:40:00-04,ND0009,N,56,60.85,3.92%,14,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 02:45:00-04,ND0009,N,32,65.32,1.70%,14,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 02:50:00-04,ND0009,N,47,57.62,3.75%,13,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 02:55:00-04,ND0009,N,40,59.08,3.01%,13,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 03:00:00-04,ND0009,N,26,60.08,3.07%,9,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 03:05:00-04,ND0009,N,46,60.20,4.24%,11,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 03:10:00-04,ND0009,N,42,61.48,2.59%,11,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 03:15:00-04,ND0009,N,37,60.86,3.02%,12,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 03:20:00-04,ND0009,N,34,59.11,3.32%,11,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 03:25:00-04,ND0009,N,38,60.63,3.34%,11,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 03:30:00-04,ND0009,N,36,59.51,4.41%,8,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 03:35:00-04,ND0009,N,38,59.41,3.25%,12,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 03:40:00-04,ND0009,N,52,63.64,3.06%,14,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 03:45:00-04,ND0009,N,43,61.95,3.09%,12,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 03:50:00-04,ND0009,N,41,60.17,2.93%,13,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 03:55:00-04,ND0009,N,57,61.19,4.16%,12,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 04:00:00-04,ND0009,N,36,57.61,3.20%,12,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
2024-08-01 04:05:00-04,ND0009,N,51,59.43,3.20%,13,ND0009 - I95 AT WELSH TRACT RD,18810.1,2023-11-06 13:28:24-05,
