Date,Permit,Dir,Volume,Avg Speed,Occupancy %,Record Count,Full Name,Device ID,Created,Retired
2024-08-01 00:00:00-04,ND0047,S,84,73.14,2.70%,3,ND0047 - DE 1 AT BEAR CORBIT RD,8923.5,2015-05-18 13:04:03-04,
2024-08-01 00:05:00-04,ND0047,S,65,68.59,2.26%,3,ND0047 - DE 1 AT BEAR CORBIT RD,8923.5,2015-05-18 13:04:03-04,
2024-08-01 00:10:00-04,ND0047,S,79,64.58,2.82%,3,ND0047 - DE 1 AT BEAR CORBIT RD,8923.5,2015-05-18 13:04:03-04,
2024-08-01 00:15:00-04,ND0047,S,53,72.52,1.79%,3,ND0047 - DE 1 AT BEAR CORBIT RD,8923.5,2015-05-18 13:04:03-04,
2024-08-01 00:20:00-04,ND0047,S,63,77.49,1.96%,3,ND0047 - DE 1 AT BEAR CORBIT RD,8923.5,2015-05-18 13:04:03-04,
2024-08-01 00:25:00-04,ND0047,S,59,73.76,1.79%,3,ND0047 - DE 1 AT BEAR CORBIT RD,8923.5,2015-05-18 13:04:03-04,
2024-08-01 00:30:00-04,ND0047,S,78,74.70,2.57%,3,ND0047 - DE 1 AT BEAR CORBIT RD,8923.5,2015-05-18 13:04:03-04,
2024-08-01 00:35:00-04,ND0047,S,57,73.39,1.96%,3,ND0047 - DE 1 AT BEAR CORBIT RD,8923.5,2015-05-18 13:04:03-04,
2024-08-01 00:40:00-04,ND0047,S,62,72.65,1.99%,3,ND0047 - DE 1 AT BEAR CORBIT RD,8923.5,2015-05-18 13:04:03-04,
2024-08-01 00:45:00-04,ND0047,S,67,74.41,2.19%,3,ND0047 - DE 1 AT BEAR CORBIT RD,8923.5,2015-05-18 13:04:03-04,
2024-08-01 00:50:00-04,ND0047,S,64,73.27,2.25%,3,ND0047 - DE 1 AT BEAR CORBIT RD,8923.5,2015-05-18 13:04:03-04,
